id,trigger_event_id_OLD,trigger_event_id,tide_gauge_id,date_from,date_to,date_specificity,date_certainty,year_comment,month_comment,day_comment,placename,latitude,longitude,validity,is_tsunami_observed,is_tsunami_observed_certainty,is_seiche_observed,is_seiche_observed_certainty,source_material,discussion,time_arrival_from,time_arrival_to,time_arrival_specificity,time_arrival_certainty,time_arrival_comment,time_elapsed,time_elapsed_certainty,surge_duration_lower,surge_duration_upper,surge_duration_certainty,max_effective_peak-trough_lower,max_effective_peak-trough_upper,max_effective_peak-trough_certainty,time_peak-effective_from,time_peak-effective_to,time_peak-effective_specficity,time_peak-effective_certainty,time_trough-effective_from,time_trough-effective_to,time_trough-effective_specificity,time_trough-effective_certainty,time_peak-trough-effective_comment,time-elapsed_peak-trough-effective_lower,time-elapsed_peak-trough-effective_upper,time-elapsed_peak-trough-effective_certainty,max_effective_zeropeak,max_effective_zeropeak_comment,max_effective_zeropeak_certainty,time_zeropeak-effective_from,time_zeropeak-effective_to,time_zeropeak-effective_specificity,time_zeropeak-effective_certainty,time_zeropeak-effective_comment,time-elapsed_zeropeak-effective_lower,time-elapsed_zeropeak-effective_upper,time-elapsed_zeropeak-effective_certainty,predominant_periods,is_first_motion_up,tidal_records,reference_datasource,time_arrival_expected_from,time_arrival_expected_to,time_arrival_expected_specificity,time_arrival_expected_certainty,time_arrival_expected_comment,obs_time_first_arrival_from,obs_time_first_arrival_to,obs_time_first_arrival_specificity,obs_time_first_arrival_certainty,obs_time_first_arrival_comment,obs_first_arrival_comments,traveltime_firstarrival_lower,traveltime_firstarrival_upper,traveltime_firstarrival_certainty,obs_observed_time_lapsed_lower,obs_observed_time_lapsed_upper,obs_observed_time_lapsed_certainty,obs_surge_duration_min_lower,obs_surge_duration_min_upper,obs_surge_duration_min_certainty,obs_max_peak-trough_lower,obs_max_peak-trough_upper,obs_max_peak-trough_certainty,obs_time_max_peak-trough-effective_comment,obs_time_max_peak-effective_from,obs_time_max_peak-effective_to,obs_time_max_peak-effective_specificity,obs_time_max_peak-effective_certainty,obs_time_max_trough-effective_from,obs_time_max_trough-effective_to,obs_time_max_trough-effective_specificity,obs_time_max_trough-effective_certainty,obs_water_elevation_shore_lower,obs_water_elevation_shore_upper,obs_water_elevation_shore_certainty,obs_time_max_elevation_comment,obs_time_max_elevation_from,obs_time_max_elevation_to,obs_time_max_elevation_specificity,obs_time_max_elevation_certainty,obs_height_max_at-inundation_lower,obs_height_max_at-inundation_upper,obs_height_max_at-inundation_certainty,obs_height_max_at-inundation_comment,obs_time_max_height_from,obs_time_max_height_to,obs_time_max_height_specificity,obs_time_max_height_certainty,obs_time_max_height_comment,obs_waterheight_at-inundation_proxy_max,obs_waterheight_at-inundation_proxy_min,obs_height_onshore,obs_max_onshore_flow_depth,obs_extent_inundation_lower,obs_extent_inundation_upper,obs_extent_inundation_certainty,obs_extent_inundation_comment,obs_heigth_max_inundation_lower,obs_heigth_max_inundation_upper,obs_heigth_max_inundation_certainty,obs_heigth_max_inundation_comment,obs_time_max_height_inundation_from,obs_time_max_height_inundation_to,obs_time_max_height_inundation_specificity,obs_time_max_height_inundation_certainty,obs_time_max_height_inundation_comment,obs_distance_travelled_lower,obs_distance_travelled_upper,obs_distance_travelled_certainty,obs_distance_travelled_comment,obs_height_max_bore_lower,obs_height_max_bore_upper,obs_height_max_bore_certainty,obs_is_first_motion-up,obs_is_first_motion-up_certainty,obs_predominant_period_lower,obs_predominant_period_upper,obs_predominant_period_certainty,obs_predominant_period_comment,obs_no_sig-waves,obs_wave_type,obs_wave_type_certainty,obs_fatalities,obs_fatalities_certainty,obs_injuries,obs_injuries_certainty,obs_damage,obs_intensity_lower,obs_intensity_upper,obs_threat_level,obs_threat_level_certainty,obs_measurement_type,obs_photographs,impact_summary,reference_ids,completeness,previous_database
313,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Tutukaka (NE of Whangarei),-35.60939109,174.5248802,4,TRUE,1,,,"Disturbances like those at Matapouri noted in the creek on night of 2 April. ""Waves several feet high followed one another in rapid succession, creating a swift current where normally there is none, and roaring under the bridge."" Similar conditions continued to next day, although the sea was ""flatly calm, the wind being offshore"". Water muddy, when usually clear. On the ebb, the tide did not reach the usual low water mark, and people watched ""a succession of small tidal waves rising from the calm sea and sweeping up the beach"". No damage reported. (Northern Advocate 3 April 1946); Waves continung on morning of 4 April although diminishing. Where the waves swept up the creek and back again with a rise of about 4ft, the stone facings of the bridge were damaged, one corner of the facing holding the spoil washed out completely. Tides at their peak were highest ever known, while normal low water was not reached. Other Northland coastal centres also affected (no detail.) (Northern Advocate 4 April 1946); also in Waikato Times 4 April 1946);","According to NIWA Tide Forecaster (http://www.niwa.co.nz/services/free/tides), HW was at 19:33 NZST (0.97) at Tutukaka Harbour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 13:30,2/04/1946 13:30,t,1,,2/04/1946 17:00,2/04/1946 19:30,t,2,<19:30,,13,13,1,0,19,2,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1,,2/04/1946 0:00,2/04/1946 19:30,t,2,<19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS, RRF",1,,,,,minor damage to stone facings on bridge,V,V,,,,,see source event,,see source event,see source event
314,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Whangarei [Default: Port Whangarei],-35.75565391,174.3480829,4,TRUE,1,,,"""High"" waves thought to be connected with Aleutian tsunami experienced from Whangarei harbour northwards. Waves swept up tidal rivers, creating swift current with rapid ebb and flow. (NZ Herald 4 April 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 13:30,2/04/1946 13:30,t,1,,,,,,,,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV,IV,,,,,see source event,,see source event,see source event
315,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,"Port Fitzroy, Great Barrier Island",-36.16488545,175.3610465,4,TRUE,1,,,"Abnormally high tide experienced at Nagle Cove, Port Fitzroy. Surge also experienced on beaches and tide rushed up creek overtopping banks, and flooding grassy areas high above normal high tide mark. After receding a considerable way, it contiued to rush up at intervals to normal high tide level. (W. McLean, 4 Apil 1946, personal report to Dominion Observatory)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 13:30,2/04/1946 13:30,t,1,,,,,,,,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,2,,2/04/1946 0:00,2/04/1946 0:00,d,1,Unknown,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,see source event,,see source event,see source event
316,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Auckland [default location: Mechanics Bay],-36.84663002,174.785263,4,TRUE,1,,,"Slight irregularities in 24 hrs up to 4 April, but no effects of consequence. ""Variations .. were not much more than one inch"". (NZ Herald 4 April 1946, similar in Waikato Times 4 April 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,1,2/04/1946 0:00,2/04/1946 0:00,d,1,unknown,,,,,,,,2/04/1946 13:30,2/04/1946 13:30,t,1,,,,,,,See tide gauge data columns,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,,,,,see source event,,see source event,see source event
317,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Tolaga Bay,-38.37406047,178.2973704,4,TRUE,1,,,"On the evening of 2 April, at twilight, a wave 5-6ft in height was observed to rush up Uawa River. No damage reported. Almost exactly 12 hours later, when tide was low, a similar wave of similar height was seen. At a point 3 miles up the river, water rushed in where the creek had been dry for several months. Driftwood found along banks of Uawa River several feet above highest recorded tide mark. On 3 Apr, three waves 2 1/2 ft high were noticed by swimmers and others at Tolaga Bay Dairy Factory. (Report from Post Office, Tolaga Bay, dated Apr 8; also submitted to Gisborne Herald)","According to NIWA Tide Forecaster (http://www.niwa.co.nz/services/free/tides)), HW at 18:04 April 2 NZST (0.68), LW at 00:14 NZST( -0.73), HW at 06:30 NZST (0.78) April 3. Tide would have been high at the arrival of the first waves and those twelve hours later, suggesting that for at least the second set of waves and probably the first also, water had receded first, i.e.a peak to trough of 5-6 ft was observed rather than zero-to-peak, suggesting that the zero to peak was about 0.8 -0.9 m [at high tide], which is consistent withthe ""several feet"" height above HWM of driftwood. MHWS at Tolaga Bay is 0.7 m above MSL (LINZ Website) suggesting also that the tsunami ariived at the time of Spring Tides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 13:00,2/04/1946 13:00,t,1,,2/04/1946 18:00,2/04/1946 18:00,t,2,~18:00,,12.5,12.5,1,17.5,17.5,1,36,36,1,1.5,1.8,2,,,,,,,,,,,,,,,,,,0.7,0.9,2,,2/04/1946 18:00,2/04/1946 18:00,t,2,~18:00,,,,,,,,,1.5,1.8,2,,2/04/1946 18:00,2/04/1946 18:00,t,2,~18:00,5,5,1,,1.5,1.8,2,,,,,,,,"BS, RRF",1,,,,,,IV,IV,,,,,see source event,,see source event,see source event
318,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Port Nelson,-41.26,173.27,4,FALSE,1,,,"Nothing observed on tidal records or by fishermen. (Report to Marine Department from Nelson Harbour Board, dated 16 May 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,N,,2/04/1946 16:00,2/04/1946 16:00,t,1,,,,,,,See tide gauge data columns,15.5,15.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
319,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Wellington: Lambton Harbour,-41.29,174.78,4,TRUE,1,,,"Unusual variations noted on tdal records. No details. (Report to Marine Department from Wellington Harbour Board, dated 23 April 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED ONLY,,,,,,,,,,,,N,,2/04/1946 15:30,2/04/1946 15:30,t,1,,,,,,,See tide gauge data columns,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,see source event,see source event
320,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Greymouth,-42.45,171.21,4,FALSE,1,,,"Nothing unusual noted on tidal records. (Greymouth harbour Board Report on Tide gauge records, dated 24 April 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,N,,2/04/1946 16:00,2/04/1946 16:00,t,1,,,,,,,See tide gauge data columns,15.5,15.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
321,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Kaiapoi,-43.38538729,172.6691034,4,TRUE,1,,,"Foamy waves, associated with a strong current causing the banging of wood into a boatshed, was noticed going up the Cam river near the swing bridge at Kaiapoi at about 15:00 on 2 April. Waves not caused by wind. No damage. (The Press (Christchurch) 12 April 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,2/04/1946 14:30,2/04/1946 14:30,t,1,,2/04/1946 15:00,2/04/1946 15:00,t,1,,,14,14,1,14.5,14.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV,IV,,,,,see source event,,see source event,see source event
322,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,"Tuapeka, Chatham Island",-43.72451163,-176.4993625,4,TRUE,2,,,"According to a personal recollection of an incident as a child of 10, a tsunami first receded then inundated and significantly damaged a house at Tuapeka, on the northern coast of Chatham Island in 1947 [which is likely to have been in realtity 1946, see next column]. (Collins, 2005)","Although this article refers to the tsunami as being in 1947, the 1947 tsunami from near Gisborne isn’t known to have caused large waves on Chatham Island. Given the strong effects at Perseverance Harbour, Campbell Island, it is more likely that the event described occurred in 1946.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 13:30,2/04/1946 13:30,t,1,,,,,,,,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2/04/1946 0:00,2/04/1946 0:00,d,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VI,VI,,,,,see source event,,see source event,see source event
323,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Oamaru,-45.098,170.971,4,TRUE,1,,,"Harbour Master at Oamaru reported a ""strong confused run at entrance"" on Apr 3. (Report to Marine Department from Dunedin, 14 May1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,2/04/1946 15:00,2/04/1946 15:00,t,1,,,,,,,,14.5,14.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBDERVED ONLY [sic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,,,,,see source event,,see source event,see source event
324,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Dunedin,-45.88,170.5,4,FALSE,1,,,"Not noticed at Taiaroa Heads nor recorded (Apr 1-8) at Birch Street Wharf. (Report to Marine Department from Dunedin, 10 May 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,N,,2/04/1946 15:30,2/04/1946 15:30,t,1,,,,,,,See tide gauge data columns also,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
325,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,Bluff,-46.60247299,168.3398739,4,TRUE,1,,,"""A peculiar pulsating effect"", quite different in appearance from that observed in a storm, was observed on tidal records at main wharf from 20:00 April 2 and throughout Apr 3 and Apr 4. (Report to Marine Department from Dunedin, 6 May 1946)",,2/04/1946 20:00,2/04/1946 20:00,t,1,,19.5,1,60,60,1,,,,,,,,,,,,,,,,1,<1,2,2/04/1946 0:00,2/04/1946 0:00,d,1,Unknown,,,,,,N,,2/04/1946 17:30,2/04/1946 17:30,t,1,,,,,,,See tide gauge data columns also,17,17,1,,,,60,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,see source event,see source event
326,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,"Stewart Island [default: Half Moon Bay, Oban]",-46.89685422,168.1271641,4,TRUE,1,,,"Tide rose and fell in surges, ""about 4ft higher at their peak than when they receded"". Uncertain date and hence association with tsunami. Report refers to ""last week"". (Evening Post 9 April 1946)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 17:30,2/04/1946 17:30,t,1,,,,,,,,17,17,1,,,,,,,1.2,1.2,1,Unknown (April 2),2/04/1946 0:00,2/04/1946 0:00,d,1,2/04/1946 0:00,2/04/1946 0:00,d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,IV,,,,,see source event,,see source event,see source event
327,68,69,,2/04/1946,2/04/1946,d,1,1946,April,2,"Campbell Island [default location, Perseverance Harbour]",-52.55,169.15,4,TRUE,1,,,"Another [tsunami] early in April 1946 washed away one of the boats, and drums of petrol, timber, and sheets of iron stacked several feet above the highest known spring tide level, and wrecked the boatshed. (Kerr, 1976)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/04/1946 17:00,2/04/1946 17:00,t,1,,,,,,,,16.5,16.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,2,,2/04/1946 0:00,2/04/1946 0:00,d,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"boat, drums, housing material washed away, boatshed damaged",VII,VII,,,,,see source event,,see source event,see source event
328,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,East Cape Lighthouse,-37.68872437,178.5487656,4,FALSE,1,,,"Nothing unusual noted but light[house] on high ground and houses not within sight of sea. (DSIR Seismological Observatory files, now held at GNS Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,see source event,see source event,,see source event,see source event
329,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Tokomaru Bay,-38.12645327,178.317842,4,TRUE,1,,,Reported to be furthest extent of wave. Effects diminished rapidly north of Tolaga Bay. (Gisborne Herald 26 March 1947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 9:00,26/03/1947 9:00,t,1,,,,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,IV,,,,see source event,see source event,,see source event,see source event
330,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Anaura Bay,-38.24407693,178.3136854,4,TRUE,1,,,Effects extended to here (first report). Later eyewitness report: beaches waterlogged to well above HWM. Speed and height of surges rapidly diminished northwards. (Gisborne Herald 26 March 1947),"Tsunami would have arrived at high tide, which was also a spring tide at about MHWS level. See Tolaga Bay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 9:00,26/03/1947 9:00,t,1,,,,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,1.7,1.7,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,,,,,,,,,,,,,,IV,IV,,,,see source event,see source event,,see source event,see source event
331,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Kaiaua Beach,-38.30739076,178.3244986,4,TRUE,1,,,"(Location noted to be just north of Tolaga Bay. Newspaper refers to Kaihu Beach, which we assume to be Kaiaua Beach) A huge swell rose up from southward and covered beach to depth of probably 6 ft. (Gisborne Herald 26 March 1947)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 9:00,26/03/1947 9:00,t,1,,,,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8,1,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,2.5,2.5,1,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,,,,,,,,,,,,,,IV,IV,,,,see source event,see source event,,see source event,see source event
332,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Tolaga Bay,-38.37406047,178.2973704,4,TRUE,1,,,"A huge swell that reached high up beaches and wharves, No damage. A series of high bores travelled up Uawa River for 2 miles (3.2km) and overflowed banks at low points without serious effects. No damage caused north of Tolaga Bay. (Gisborne Herald 26 March 1947) Earthquake ""followed by tidal wave varying from 6-15 ft, according to locality from 14miles north of Tolaga Bay to 10 miles south, where two bridges at Waihau bay 10 ft above sea level were swept away. Secondary wave of smaller proportions followed an hour after shock experienced. Both waves were observed in the Uawa River as far as 3 miles inland. (DSIR Seismological Observatory Felt Report)","According to NIWA Tide Forecaster (http://www.niwa.co.nz/services/free/tides)), HW was at 08:37 March 26 NZST (0.71) at Tolaga bay. MHWS at Tolaga Bay is 0.7 m above MSL (LINZ Website) suggesting also that the tsunami ariived at the time of Spring Tides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 9:00,26/03/1947 9:00,t,1,,,,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.5,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,2.5,4.5,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,4.8,4.8,1,,,,,,,30,30,1,,2,"BS, RRF",1,,,,,,V,V,,,,see source event,see source event,,see source event,see source event
333,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Waihau Beach,-38.44603424,178.2992002,4,TRUE,1,,,"Two old bridges on old coastal road (now acess to Waihau Station) ""destroyed at a level 10-12ft above the previous highest point reached by sea"". (Gisborne Herald 26 March 1947); Earthquake ""followed by tidal wave varying from 6-15 ft, according to locality from 14miles north of Tolaga Bay to 10 miles south, where two bridges at Waihau bay 10 ft above sea level were swept away. Secondary wave of smaller proportions followed an hour after shock experienced. Both waves were observed in the Uawa River as far as 3 miles inland. (DSIR Seismological Observatory Felt Report)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 9:00,26/03/1947 9:00,t,1,,,,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,4.5,5.5,2,,26/03/1947 9:00,26/03/1947 9:00,t,2,~09:00,,,,,,,,,,,,,,,,,,,,,2 old bridges washed away,VII,VII,,,,see source event,see source event,,see source event,see source event
334,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Pouawa Beach North,-38.60767266,178.1825191,4,TRUE,1,,,"[Note: The bridge over the Pouawa River, referred to in the following accounts, was at the northern end of Pouawa Beach, whereas the cottage occupied by the Mr & Mrs Hall, a nephew, and two visitors who had not long arrived, was the only house along the stretch of beach and it was located near the south end of Pouawa Beach, just north of Turihaua Point. There is a separate wave height entry for the latter, but the descriptive data are not separated as some comments apply to both locations.] Decking & superstructure of 36 yr old wooden truss bridge (54ft truss span and two 25ft stringer spans) was lifted bodily and deposited half mile up Pouawa River. The cottage occupied by the Halls at the southern end of Pouawa Beach, in which there were three people, was overwhelmed by first wave. Only one section of house was not demolished. It was moved 10 ft and twisted. The rest of the house was smashed and swept out to sea. Another two people escaped to the road above the cottage before the wave hit. At another location nearby, a man’s attention to the wave was drawn by noise and a child's comment. The level of water remained high for some time after the [first?] wave. (Gisborne Herald 26 March 1947); Telegraph poles in area well inland from the beach [which end of beach not stated] carried strands of debris in cross-arms and wires, taken as indications that waves reached at least 35 ft. Very little development or settlement in the area . Two men travelling by car from Gisborne were approaching Pouawa Bridge just before 9 am, noticed a huge swell developing in the bay and saw it break on the first shelf of rocks. They estimated the height as at least 40 ft above sea level, foam and spray being thrown higher as wave broke. They drove rapidly to higher ground beyond the bridge. The destruction of the bridge was also observed by shepherd on high ground. Earthquake felt severely by the people in the cottage (clock swinging only effect noted). Clock registered 8.40 am when wave was noticed as Mr Hall looked towards Tapuwai [note that many details here are inconsistent with Tunnicliffe account (q.v. below)]. The second wave arrived when water had receded enough for people still in the cottage to consider getting out. It was not as high as the first wave. The first wave washed the two people outside up onto the road. (Gisborne Herald 27 March 1947); Mr Hall saw a wave coming in when he looked out the door toward Tapuwai. Another person at the cottage estimated wave to be 15-20 ft. [Other details same as Gisborne Herald.] (Dominion 27 March 1947); A report from two people from Rotorua travelling by car from Gisborne stated that they reached the hill south of Pouawa at about 9 am, saw a huge swell, realised the danger when the wave hit the first rocks, where it appeared to be about 40 ft high. Foam and spray went higher. On the way back [from their destination] they found fish which had been thrown 30 ft above high tide level. At the Hall cottage, the water reached the eaves and the room the three people were in was turned completely round. The other four rooms and three sheds were demolished. (Daily Telegraph 27 March 1947); [The following recollections from one of the two people, the nephew, who were outside the Hall cottage when the first wave arrived were published in 1990. Details of who saw what differ from Hall statements in newspapers at the time.] The house was 6ft below road. The view from the door was north along beach, where ""approaching the shore and us, at breakneck speed and roaring like an express train was a wall of dirty coloured water towering a good 30 ft, boiling and curling as it picked up acres of beach sand on its way to engulf us within seconds."" Before they could do anything the wave washed over them sending the other person (Winkfield) who had been outside slightly closer to the sea, hurtling past. They were swept up onto the road, one thrown up against a 6 ft bank, while the other (the author) was caught on a fence under water, and then thrown up onto the road also where the water was a foot deep. A smaller wave hit him there. He saw the wave careering ""up the hills for many hundreds of yards. Smaller waves were still coming in from the sea. As the waves came in they met receding surges with much debris. At this stage the sheds were picked up in the swirl, the roof peak of the house bobbed out of the water. The boathouse was detached and shattered. By the time they pushed towards the house the water was 4 ft deep. People in house escaped to bank above road. The author’s estimation of height of the wave about 25ft. (Tunnicliffe 1990); Observations by Mr Bennett from EQC state that debris was thrown 40ft above MSL at Pouawa, but wave estimated to be only about 15 ft. Estimated greatest at Tatapouri, wave reported to have arrived at 9.07 am. (DSIR Seismological Observatory files)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 8:40,26/03/1947 8:40,t,1,,26/03/1947 8:55,26/03/1947 8:55,t,2,08:55?,Time given as just before 09:00,0.2,0.2,1,0.4,0.4,1,,,,,,,,,,,,,,,,10,12,2,08:55?,26/03/1947 8:55,26/03/1947 8:55,t,2,10,10,2,,26/03/1947 8:55,26/03/1947 8:55,t,2,08:55?,,,,,500,,2,,12,12,1,,26/03/1947 8:55,26/03/1947 8:55,t,2,08:55?,1,,2,,,,,,,,,,,2 large + others,,,,,,,Bridge swept 800 m upstream,X,X,,,,see source event,see source event,,see source event,see source event
335,69,70,,26/03/1947,26/03/1947,d,1,1947,March,26,Pouawa Beach south  (location of Hall cottage),-38.61976993,178.1759959,4,TRUE,1,,,See entry above for Pouawa Beach North.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/1947 8:45,26/03/1947 8:45,t,1,,26/03/1947 8:40,26/03/1947 8:40,t,1,,,0.2,0.2,1,0.15,0.15,1,,,,,,,,,,,,,,,,10,10,1,08:40?,26/03/1947 8:40,26/03/1947 8:40,t,2,0,10,2,,26/03/1947 8:40,26/03/1947 8:40,t,2,08:40?,,,,,0,100,2,,11,11,2,,26/03/1947 8:40,26/03/1947 8:40,t,1,8:40,,,,,,,,,,,,,,2 large + others,,,,,,,"House almost destroyed, outbuidings destroyed",X,X,,,,see source event,see source event,,see source event,see source event
