id,location_region,location_site,latitude,longitude,sitestatus,physical_characteristics,classification,date_min,date_max,inferred_date_range_min,inferred_date_range_max,age_max,age_min,inferred_age_range,time_scale_age,validity,natureofevidence,natureofevidencedesc,datingtechnique,geodatingtechnique,eventcomment,elevation,elevation_comment,est_min_landward_limit,est_min_landward_limit_comment,thickness,source_cause,source_cause_comment,sourcecertainty,source_location,source_lat,source_lon,proxies,references
"158","Northland","90 Mile Beach","-34.762","172.98","Deposit present","Dune remobilisation, settlement shift","Unknown","1400","1550","1450","1480","1400","1550","1450-1480","AD","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Settlements moved inland from beach and all dunes were mobilised in the 15th Century - such a large scale mobilisation needs large events - tsunami?","","","","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","20,24,26,27,28,30","68,159,202"
"159","Waikato","Mercury Bay","-36.8138","175.6968","Not applicable","Settlement shift - beach to hill","Unknown","1400","1550","1450","1480","1400","1550","1450-1480","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation","Strat: Settlements moved from beach to hill sites in the 15th Century after tsunami. See McFadgen 2007 for details","","","","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","20,24,28,30","139,202"
"160","Hawke's Bay","Waimarama Beach","-39.8143","176.9934","Deposit present","Pebbles in dunes","Unknown","1400","1600","1400","1500","1400","1600","1400-1500","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Associated with Ohuan sand??? = tsunami?","2","","500","","0.1","Quake","","Inferred","South America, Hikurangi","","","1,26,28,30","310"
"161","Canterbury","Okoura","-43.8099","172.6966","Deposit present","Gravel lag deposits","Prehistoric AD","1250","1400","1300","1300","1250","1400","1300","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Twelve separate sites identified in Okoura area ranging from 100 to 510 m inland from palaeoshoreline at elevations ranging from 3 to 29 masl. Previously assumed to be storm deposit dated around 6000 yrs BP.","29","","510","","0.3","Slide","","Inferred","Chatham Rise","-44.77","173.72","1,2,5,11,13,17,28,30","130,131,135,136,277"
"162","Wellington","Kapiti-Horowhenua","-40.8","175.08","Deposit present","Coastal dune remobilisation","Prehistoric AD","1390","1530","1470","1510","1390","1530","1470-1510","AD","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: If tsunami, wave MUST have had sufficient runup to destroy veg/rework sand. Refer to Te Hapua site.","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","-40.5651","172.7488","20,24,26,27,28,30","47,109,117,199"
"163","Wellington","Te Hapua","-40.8145","175.0803","Deposit present","Coastal dune remobilisation/drowned forest","Prehistoric AD","1390","1530","1390","1530","1390","1530","1390-1530","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Age range for event dated by tree stump ages to 1390-1530 AD","3.5","","1000","","","Quake","","Inferred","Taranaki, Taranaki Bight","-40.5651","172.7488","1,2,5,6,10,11,13,15,17,24,26,29,30","109,195"
"164","Chatham Islands","Chatham Island","-43.819258","-176.480933","Deposit present","Coastal dune remobilisation","Prehistoric AD","1350","1500","1350","1480","1350","1500","1350-1480","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Remobilised of Kekerionian dunes require major event to move them here.","","","","","","Quake","","Inferred","South America, New Zealand","","","26","198"
"165","Auckland","Tiritiri Matangi Island","-36.6066","174.8886","Deposit present","Gravel separates occupations","Prehistoric AD","1350","1550","1410","1460","1350","1550","1410-1460","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Event bracketed by dated occupation layers to AD1350-1550, McFadgen (2007) estimates eruption to AD1410-1450","2","","5","5+","0.05","Eruption","","Inferred","Rangitoto Island","-36.7862","174.8592","1,6,20,24,28,30","111,202,311"
"166","Wellington","Rongotai Isthmus","-41.3219","174.801","Not applicable","Pūrākau","Unknown","1350","1500","1350","1500","1350","1500","1350-1500","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: Haowhenua legend ""sweeping the land clean"" or ""the land swallower"", geneology = 15th century (refer Goff 1997 for C14 date of uplift); pebbles near surface in soils from Hataitai to Rongotai Isthmus","","","","","","Quake","","Inferred","Cook Strait, Wellington Fault","-41.36","174.75","25,28,30","35,37,70"
"167","Waikato","Kawhia","-38.0862","174.7735","Not applicable","Pūrākau","Unknown","1350","1500","1350","1500","1350","1500","1350-1500","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: A taniwha named Raparoa created large waves in Kawhia harbour to inundate Haumia's garden. Haumia finally killed him. Linked with West Waikato event? Or is this a misplaced South island reference?","","","","","","Slide","Aotea Seamount flank collapse?","Inferred","Taranaki, Taranaki (North)","","","25,28,30","109,180,275,303,312,323"
"168","Otago","Dunedin coast","-45.8254","170.7253","Unknown","Pebbles on sand, Māori moved","Unknown","1350","1600","1350","1600","1350","1600","1350-1600","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Observations from Dunedin sand dunes - no height given BUT observed that Māori had abandoned coast and gone inland…..  Probably 15th C","","??","","??","0.1","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,20,28","284"
"169","Tasman District","Whangamoa","-41.1021","173.5357","Deposit present","Increase in estuarine shell species in middens","Prehistoric AD","1350","1550","1470","1510","1350","1550","1470-1510","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Associated with tsunamigenic earthquake and subsidence of 0.75m compaction in Golden Bay/Tasman Bay","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","-40.5651","172.7488","21,25,26,28,30","109,202"
"170","Tasman District","The Glen","-41.19","173.36","Deposit present","Shellfish changes in middens","Prehistoric AD","1350","1550","1470","1510","1350","1550","1470-1510","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Subsequent compaction associated with tsunamigenic earthquake and subsidence of -0.75 cm in Golden/Tasman Bay created lagoon","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","-40.5651","172.7488","21,25,26,28,30","109,202"
"171","West Coast","Carters Beach","-41.75","171.57","Deposit present","Gravel layer separating two occupation layers","Prehistoric AD","1350","1550","1470","1510","1350","1550","1470-1510","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Two sites near Bradshaws Creek.","3","","800","","0.1","Quake","","Inferred","Cape Foulwind Fault","-41.6547","171.429","1,20,28,30","109,231"
"172","West Coast","Blind River","-41.8","171.46","Deposit present","Waterworn clasts -some associated with archaeological material","Prehistoric AD","1350","1550","1470","1510","1350","1550","1470-1510","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Clasts up to 25 cm A axis, granite (closest source is Tauranga Bay, 3km N) and greywacke (local)","9","","100","","0.1","Quake","","Inferred","Cape Foulwind Fault","-41.6547","171.429","1,20,28,30","109,230"
"173","West Coast","Nine Mile Bluff","-42.331023","171.264274","Not applicable","Gravel lag mixed with artefacts in caves","Prehistoric AD","1350","1550","1470","1510","1350","1550","1470-1510","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Two caves, only appear to be exposed to large waves","6","","20","","0.1","Quake","","Inferred","Cape Foulwind Fault","-41.6547","171.429","1,20,28,30","109,234"
"174","Gisborne District","Cook's Cove","-38.3795","178.3364","Deposit present","Shelly sand","Prehistoric AD","1345","1510","1450","1480","1345","1510","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Overlying inferred Kaharoa Tephra, occurred during Ohuan unstable phase","1.5","","50","50?","0.25","Quake","","Inferred","Hikurangi Trough, Tonga-Kermadec","","","1,2,12,14,20,24,28,30","202,295"
"175","Otago","Warrington, Blueskin Bay","-45.7237","170.597","Deposit present","Coastal dune remobilisation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Dune system reworked - stratigraphically linked with Long Beach","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","20,24,26,27,28,30","3,124,126"
"176","Southland","Colac Bay","-46.3677","167.9658","Unknown","Sand, gravel, reworked artefacts","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Reworked sand layer between occupations dates to around 15th C","3","?","100","100?","0.05","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,20,24,26,28,30","185"
"177","Southland","Howells Point","-46.3839","168.0299","Deposit present","Pebbles on cliff top","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Only recognised tsunami around here is currently the AD1330-1410 event. It is a surface exposure like many others related this this tsunami","20","20.00?","100","100?","0.1","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,28,30","210"
"178","Otago","Lake Waihola","-46.0031","170.0961","Deposit present","Marine diatoms in mud","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Based on C14. Linked with affected archaeological sites (e.g. Long Beach, Shag) to AD1330-1410. Possible local Akatore fault in this instance? See Litchfield and Norris 2000","0","","10000","","0.01","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,17,28,30","266"
"179","Otago","Long Beach","-45.7612","170.649","Deposit present","Pebbles/sand over occupation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Archaic middens reworked by wave action, tsunami overwash/pebbles overlie occupation, also has a tsunami geomorphology","5",">5.00","200","200?","0.1","Quake","","Inferred","Puysegur Trench","-46.5","165.9","20,24,26,28,30","6,124,125,126,184"
"180","Otago","Taieri Island","-46.0573","170.2173","Deposit present","Pebbles over graves","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles overlie urupa (graves) - probably linked with other Otago sites","1","1.00-5.00?","50","","0.1","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,20,23,24,28,30","250"
"181","Otago","Pleasant River mouth","-45.5618","170.729","Deposit present","Sand lobe over occupation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Reworked sand and geomorphological changes date to AD1330-1410","3","3.00?","100","","0.5","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,20,24,26,27,28,30","124,202,276"
"182","Otago","Purakanui","-45.7476","170.6267","Deposit present","Coastal dune remobilisation/pebbles","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Dune system and Archaic site reworked - pebbles associated with scattered middens, see refs for details","3","","200","","0.1","Quake","","Inferred","Puysegur Trench","-46.5","165.9","20,24,26,28,30","6,30,124,184"
"183","Otago","Shag River mouth","-45.482","170.8145","Deposit present","Sand lobe over occupation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Lobe of reworked sand overlies Archaic site - geomorphological changes date to AD1330-1410; pebbles also noted on Shag Pt just north of site (Weisler, 2000)","3","3.00?","100","","0.5","Quake","","Inferred","Puysegur Trench","-46.5","165.9","1,20,24,26,28,30","8,124,146,202"
"184","Otago","Taieri Beach","-45.613","170.6772","Deposit present","Coastal dune remobilisation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Dune system reworked - stratigraphically linked with Long Beach","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","26,28,30","124"
"185","Otago","Waikouaiti","-45.613","170.6772","Deposit present","Coastal dune remobilisation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Dune system reworked - stratigraphically linked with Long Beach","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","20,24,26,28","124"
"186","Otago","Wickliffe Bay","-45.8317","170.7296","Deposit present","Coastal dune remobilisation","Prehistoric AD","1330","1410","1330","1410","1330","1410","1330-1410","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Dune system reworked - stratigraphically linked with Long Beach","","","","","","Quake","","Inferred","Puysegur Trench","-46.5","165.9","26,28,30","124"
"187","Bay of Plenty","Papamoa Beach","-37.711469","176.313219","Deposit present","Coarse sand/gravel over soil","Prehistoric AD","1315","1510","1450","1480","1315","1510","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Overlies Kaharoa Tephra - regionwide correlation to AD1450-1480 (McFadgen 2007)","5","","300","","0.25","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,20,24,28,30","96,174,202,207"
"188","Bay of Plenty","Athenree","-37.4311","175.9573","Deposit present","Coarse gravel/sand in sand","Prehistoric AD","1315","1630","1450","1480","1315","1630","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Loisels pumice mixed with deposit, Matakana age event?","1","","450","","0.1","Quake","Local source?","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,6,16,17,28,30","33,97,127,134,202,267"
